#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_dosh_khaleen;The Dosh Khaleen;Le Dosh Khaleen;;;El Dosh Khaleen;;;;;;;;;x
EVTDESCDOTHRAKI753;Your [From.GetRootRelation], [From.GetFirstName], is furious with you. [From.GetSheHeCap] insists that you are a murderer for the mercy you showed your child. No matter how you try to explain, [From.GetSheHe] does not seem to understand.;Votre [From.GetRootRelation], [From.GetFirstName], est furieux(se) contre vous. [From.GetSheHeCap] continue de dire que vous êtes un(e) meurtrier(e), alors que vous n'avez fait que montrer de la miséricorde envers cet enfant. Peu importe comment vous essayez de lui expliquer, [From.GetSheHe] semble ne pas comprendre.;;;Tu [From.GetRootRelation], [From.GetFirstName], está furioso contigo. Insiste en que eres un asesino por la misericordia que mostraste a tu hijo. No importa cómo lo intentes explicar, no parece entenderlo.;;;;;;;;;x
EVTOPTADOTHRAKI753;[From.Culture.GetName] foolishness...;Sottises de [From.Culture.GetName]...;;;Necios [From.Culture.GetName]...;;;;;;;;;x
EVTTOOLTIPDOTHRAKI800;will travel to Vaes Dothrak to perform the ceremony of the stallion heart.;va voyager jusqu'à Vaes Dothrak pour accomplir la cérémonie du cœur d'étalon. ;;;viajará a Vaes Dothrak para realizar la ceremonia del corazón del semental.;;;;;;;;;x
EVTDESCDOTHRAKI802;You arrive at Vaes Dothrak, to begin the ceremony. Surrounded by the dosh khaleen, you are given the fresh heart of a stallion. You rip it apart with your hands, forcing it down your throat. It seems that the heart is endless, but your will carries you through. For a second, you feel like you might vomit. Then, at last, you force the last chunks down.;Vous arrivez à Vaes Dothrak pour participer à la cérémonie. Entourée par le dosh khaleen, vous recevez le coeur cru d'un étalon. Vous vous acharnez dessus avec vos mains et vos dents avant d'ingurgiter le coeur bout par bout. Il semble sans fin, mais vous continuez à mastiquer et à déglutir, à mastiquer et à déglutir, à mastiquer et à déglu... Pendant quelques secondes vous êtes sûre de vomir, mais vous vous reprenez et terminez la dernière bouchée.;;;Llegas a Vaes Dothrak, para comenzar la ceremonia. Rodeada por el Dosh Khaleen, te dan un corazón fresco de un semental. Lo agarras con las manos y lo masticas. Te obligas a comértelo. Parece que el corazón es interminable, pero tu voluntad es fuerte. Por un segundo, sientes que vas a vomitar. Entonces, por fin, te fuerzas a devorar los últimos trozos del corazón.;;;;;;;;;x
EVTOPTADOTHRAKI802;My child will be born strong.;Mon fils sera fort !;;;Mi hijo nacerá fuerte.;;;;;;;;;x
EVTTOOLTIPDOTHRAKI803;is proud.;est fier.;;;se enorgullece.;;;;;;;;;x
EVTDESCDOTHRAKI803;You arrive at Vaes Dothrak with [From.GetFirstName] to watch her perform the stallion heart ceremony. Surrounded by the dosh khaleen, she consumes the fresh heart of a stallion. You can't help but find yourself proud of the speed and fortitude with which she devours it.;Vous arrivez à Vaes Dothrak avec [From.GetFirstName] pour la voir participer à la cérémonie du coeur d'étalon. Entourée par le dosh khaleen, elle déchiquète et ingurgite le coeur cru de l'étalon. Vous ne pouvez vous empêcher d'être fier de la vitesse avec laquelle elle le dévore.;;;Llegas a Vaes Dothrak con [From.GetFirstName] para verla participar en la ceremonia del corazón del semental. Rodeada por el Dosh Khaleen, ella se come el corazón fresco de un semental. No la puedes ayudar pero te encuentras orgulloso al ver la velocidad y la fortaleza con la que ella devora el corazón.;;;;;;;;;x
EVTOPTADOTHRAKI803;She will bear me strong children!;Elle me donnera un fils fort !;;;Ella me dará hijos fuertes!;;;;;;;;;x
EVTOPTBDOTHRAKI803;Disgusted, but proud.;Dégoûté, mais fier.;;;Disgustado, pero orgulloso.;;;;;;;;;x
EVTDESCDOTHRAKI804;You arrive at Vaes Dothrak, to begin the ceremony. Surrounded by the dosh khaleen, you are given the fresh heart of a stallion. You rip it apart with your hands, forcing it down your throat. It seems that the heart is endless, but your will carries you through. For a moment, you think you've done it - until you feel the flesh force its way back up your throat, and you vomit over the dais.;Vous arrivez à Vaes Dothrak pour participer à la cérémonie. Entourée par le dosh khaleen, vous recevez le coeur cru d'un étalon. Vous vous acharnez dessus avec vos mains et vos dents avant d'ingurgiter le coeur bout par bout. Il semble sans fin, mais vous continuez à mastiquer et à déglutir, à mastiquer et à déglutir, à mastiquer et à déglu... à la dernière bouchée vous finissez par vomir sur le dais...;;;Llegas a Vaes Dothrak, para comenzar la ceremonia. Rodeada por el Dosh Khaleen, te dan el corazón fresco de un semental. Lo agarras con las manos y lo masticas. Te obligas a comértelo. Parece que el corazón es interminable, pero tu voluntad es fuerte. Por un momento, crees que lo has conseguido, hasta que sientes la carne del corazón de regreso hasta tu garganta y vomitas sobre la tarima.;;;;;;;;;x
EVTOPTADOTHRAKI804;It is still better than nothing...;C'est toujours mieux que rien…;;;Sigue siendo mejor que nada...;;;;;;;;;x
EVTTOOLTIPDOTHRAKI805;is disappointed.;est déçu.;;;está decepcionado.;;;;;;;;;x
EVTDESCDOTHRAKI805;You arrive at Vaes Dothrak with [From.GetFirstName] to watch her perform the stallion heart ceremony. Surrounded by the dosh khaleen, she is is given the fresh heart of a stallion to consume. She seems to be successful at first, but at the last minute, she doubles over, and vomits up the last of the flesh.;Vous arrivez à Vaes Dothrak avec [From.GetFirstName] pour la voir participer à la cérémonie du coeur d'étalon. Entourée par le dosh khaleen, elle déchiquète et ingurgite le coeur cru de l'étalon. Vous pensez d'abord qu'elle réussira l'épreuve, mais au dernier moment elle se met à vomir...;;;Llegas a Vaes Dothrak con [From.GetFirstName] para verla participar en la ceremonia del corazón del semental. Rodeada por el Dosh Khaleen, le dan un corazón fresco de un semental para que se lo coma. Ella parece tener éxito al principio, pero en el último momento, se pone a vomitar...;;;;;;;;;x
EVTOPTADOTHRAKI805;At least she made the effort.;Au moins a-t-elle fait un effort.;;;Por lo menos hizo el esfuerzo.;;;;;;;;;x
EVTOPTBDOTHRAKI805;I... think this is a bad thing? Probably?;Je… pense que c'est un mauvais signe… Enfin je crois…;;;Yo... creo que es una mala señal... o ¿tal vez no?;;;;;;;;;x
EVTDESCDOTHRAKI807;Your [From.GetRootRelation], [From.GetFirstName], is pregnant with your child. As [Root.GetTitle], you are expected to take her to Vaes Dothrak, where she will perform the stallion heart ceremony to ensure that your child will be born healthy and strong.;Votre [From.GetRootRelation], [From.GetFirstName], est enceinte de vous. En tant que [Root.GetTitle], on attend de vous que vous l'ameniez à Vaes Dothrak pour participer à la cérémonie du coeur d'étalon qui s'assurera que votre enfant sera fort et en bonne santé.;;;Tu [From.GetRootRelation], [From.GetFirstName], está embarazada de tu hijo. Como [Root.GetTitle], se espera que la lleves a Vaes Dothrak, donde se realizará la ceremonia del corazón del semental para asegurarse de que tu hijo nazca sano y fuerte.;;;;;;;;;x
EVTOPTADOTHRAKI807;Gather supplies, we ride for Vaes Dothrak!;Rassemblez les provisions, nous partons pour Vaes Dothrak !;;;Reunid los suministros, partimos hacia Vaes Dothrak!;;;;;;;;;x
EVTOPTBDOTHRAKI807;A foolish superstition, nothing more.;Une superstition imbécile, rien de plus.;;;Una estúpida superstición, nada más.;;;;;;;;;x
EVTOPTCDOTHRAKI807;We cannot afford to make the journey.;Nous ne pouvons pas nous permettre de faire le voyage.;;;No podemos permitirnos el lujo de hacer el viaje.;;;;;;;;;x
EVTDESCDOTHRAKI808;You are pregnant. The time has come to journey to Vaes Dothrak and perform the ritual of the stallion heart - if you are successful, it will bring the favor of the gods and ensure your child is born healthy and strong.;Vous êtes enceinte. Le temps est venu de voyager jusqu'à Vaes Dothrak pour participer au rituel du coeur d'étalon. Si vous parvenez à surmonter l'épreuve, cela apportera la faveur des dieux à votre enfant qui naîtra fort et en bonne santé.;;;Estás embarazada. Ha llegado el momento de viajar a Vaes Dothrak y de llevar a cabo el ritual del corazón del semental. Si tienes éxito, te traerá el favor de los dioses y te aseguraras de que tu hijo nazca sano y fuerte.;;;;;;;;;x
EVTDESCDOTHRAKI809;Your [From.GetRootRelation], [From.GetTitledFirstName], is pregnant with your child, and she has chosen to ride to the city of Vaes Dothrak to perform the ceremony of the stallion heart. If successful, it will ensure the child is born healthy and strong.;Votre [From.GetRootRelation], [From.GetTitledFirstName], est enceinte de vous et elle a choisi de chevaucher jusqu'à Vaes Dothrak pour participer à la cérémonie du coeur d'étalon. Si elle venait à surmonter l'épreuve, votre enfant naîtra fort et en bonne santé.;;;Tu [From.GetRootRelation], [From.GetTitledFirstName], está embarazada de tu hijo, y ella ha optado por cabalgar a la ciudad de Vaes Dothrak para realizar la ceremonia del corazón del semental. Si tiene éxito,  el niño nacerá sano y fuerte.;;;;;;;;;x
EVTOPTADOTHRAKI809;May she succeed!;Puisse-t-elle réussir !;;;Puede que ella lo consiga!;;;;;;;;;x
EVTOPTBDOTHRAKI809;...so just what is this ceremony, anyway?;… bien, en quoi consiste cette cérémonie au fait ?;;;...así que, ¿en qué consiste esta ceremonia, dices?;;;;;;;;;x
EVTDESCDOTHRAKI105;The Dothraki Sea and the Plains of the Jogos Nhai are immense grasslands that are practically impossible to govern properly in the civilised sense. As a consequence the lands there nominally under your control have slipped away.;La mer Dothrak et les plaines de Jogos Nhai sont d'immenses plaines herbeuses qu'il est pratiquement impossible de gouverner de manière civilisée. Par conséquent, les terres de ce type sous votre contrôle vous échappent.;;;El Mar Dothraki y las Llanuras de los Jogos Nhai son inmensas praderas prácticamente imposibles de gobernar de manera civilizada. Por lo tanto, escapan a tu control.;;;;;;;;;x
TOOLTIPdothraki.2;[This.GetName] becomes an unoccupied domain province;[This.GetName] devient une province inoccupée;;;[This.GetName] se convierte en una provincia despoblada;;;;;;;;;x
EVTDESCDOTHRAKI406;Your [From.GetRootRelation] [From.GetFirstName] was a great [From.GetTitle], well respected by the riders for [From.GetHerHis] strength. Now [From.GetSheHe] has died and has left you to lead, but you do not command such respect as [From.GetSheHe] did. Many riders have left you, so you must prove yourself worthy to win them back.;Votre [From.GetRootRelation] [From.GetFirstName] était un grand [From.GetTitle], les chevaucheurs respectaient sa force. Maintenant [From.GetSheHe] est mort et vous avez pris sa place, mais vous n'êtes pas aussi respecté que lui. De nombreux chevaucheurs vous ont quitté, il va falloir vous montrer digne de votre [From.GetRootRelation] pour espérer les récupérer.;;;Tu [From.GetRootRelation] [From.GetFirstName] fue un gran [From.GetTitle], los jineteslo respetaban mucho por su poder. Él murió y has ocupado su lugar, pero no te respetan tanto como a él. lo hizo. Muchos jinetes se han ido, por lo que debo demostrar que soy digno de recuperarlos de nuevo.;;;;;;;;;x
EVTOPTADOTHRAKI406;I vow to do so;J'en fais le vœu;;;Lo prometo;;;;;;;;;x
TOOLTIPdefectingkhal;[This.GetTitledFirstName] defects, taking some of your people with [This.GetHerHim]\n;[This.GetTitledFirstName] a fait défection, emmenant avec lui une partie de vos gens\n;;;[This.GetTitledFirstName] ha desertado, llevándose consigo una parte de tu gente\n;;;;;;;;;x
#EVTDESCDOTHRAKI407;Your riders fought bravely, but ultimately lost the battle. The [Root.PrimaryTitle.GetFullName] has been left weakened and smaller as a result.;Vos chevaucheurs se sont vaillamment battus, mais ont fini par perdre la bataille.  Le [Root.PrimaryTitle.GetFullName] est désormais grandement affaibli et bien plus petit qu'auparavant.;;;Tus jinetes lucharon valientemente, pero al final perdieron la batalla. El [Root.PrimaryTitle.GetFullName] ha quedado debilitado y más pequeño como resultado.;;;;;;;;;x
#EVTOPTADOTHRAKI407;We will rise again;Nous remonterons la pente;;;Nos levantaremos de nuevo;;;;;;;;;x
EVTDESCDOTHRAKI408;[From.GetTitledFirstName] approaches you and begins to speak, '[Root.GetFirstName], I ask your oath, that will live and die as blood of my blood, riding at my side to keep me safe from harm.'. [From.GetSheHeCap] wants to you to be [From.GetHerHis] Bloodrider, a sworn companion who dies with his [From.GetTitle].;"[From.GetTitledFirstName] vous approche et commence à vous parler ""'[Root.GetFirstName], jure de vivre et de mourir en sang de mon sang, de chevaucher près de moi pour ma sauvegarde"". [From.GetSheHeCap] veut que vous deveniez son sang-coureur, un compagnon du [From.GetTitle], qui peut mourir pour lui.";;;"[From.GetTitledFirstName] se te acerca y comienza a hablarte, '[Root.GetFirstName], ""Te pido tu juramento de que vivirás y morirás como sangre de mi sangre, de que cabalgarás a mi lado y me librarás de todo mal."" Quiere que seas su jinete de sangre, un compañero jurado que muere con su [From.GetTitle].";;;;;;;;;x
EVTOPTADOTHRAKI408;I accept, blood of my blood;J'accepte, sang de mon sang.;;;Acepto, sangre de mi sangre;;;;;;;;;x
EVTOPTBDOTHRAKI408;No, I will not be sworn to you;Non, je ne veux pas vous jurer fidélité.;;;No, no quiero jurarte fidelidad.;;;;;;;;;x
opinion_bloodrider;My Bloodrider;Mon sang-coureur;;;Mi jinete de sangre;;;;;;;;;x
opinion_rejected_bloodrider;Rejected Bloodrider Offer;A refusé la proposition de devenir sang-coureur;;;Ha rechazado la oferta de ser jinete de sangre;;;;;;;;;x
EVTDESCDOTHRAKI409;[From.GetTitledFirstName] rises and proudly says 'Blood of my blood, I give you my oath, I will live and die by your side, I will ride at your side to keep you safe from harm.';"[From.GetTitledFirstName] se redresse fièrement et dit ""Sang de mon sang, je vous jure de vivre et de mourir avec vous, de chevaucher à vos côtés pour votre sauvegarde"".";;;"[From.GetTitledFirstName] se alza y con orgullo dice: ""Sangre de mi sangre, juro que viviré y moriré junto a ti, cabalgaré a tu lado y te libraré de todo mal""";;;;;;;;;x
EVTOPTADOTHRAKI409;Blood of my blood;Sang de mon sang;;;Sangre de mi sangre;;;;;;;;;x
EVTDESCDOTHRAKI410;[From.GetTitledFirstName] smirks as you ask for [From.GetHerHis] oath. [From.GetSheHeCap] considers for a moment, but refuses to give you the oath, saying [From.GetSheHe] doesn't consider you worthy.;[From.GetTitledFirstName] sourit à votre proposition. [From.GetSheHeCap] réfléchit un moment, mais finit par refuser de vous jurer fidélité, [From.GetSheHeCap] ne vous considère pas digne.;;;[From.GetTitledFirstName] sonrió a tu propuesta de ser tu jinete de sangre. Lo consideró por un momento, pero se negó a jurar fidelidad, ya que no te considera lo suficientemente digno.;;;;;;;;;x
EVTOPTADOTHRAKI410;[From.GetSheHeCap] will regret this dishonour;[From.GetSheHeCap] regrettera de m'avoir ainsi déshonoré.;;;[From.GetSheHeCap] se arrepentirá de esta deshonra.;;;;;;;;;x
EVTDESCDOTHRAKI411;[From.GetTitledFirstName], the blood of my blood, has died. The ancient tradition of my oath compels me to die with [From.GetHerHim], that is after I escort the Khaleesi to Vaes Dothrak to join the Dosh khaleen;[From.GetTitledFirstName], le sang de mon sang, est mort. L'antique tradition et mon serment m'ordonnent de mourir avec [From.GetHerHim], après avoir escorté la Khaleesi à Vaes Dothrak pour rejoindre le Dosh khaleen;;;[From.GetTitledFirstName], la sangre de mi sangre, ha muerto. La antigua tradición y mi juramento me obliga a morir con [From.GetHerHim], pero antes acompañaré a la Khaleesi a Vaes Dothrak para que se una al Dosh Khaleen.;;;;;;;;;x
EVTOPTADOTHRAKI411;First I shall avenge [From.GetHerHim]!;Je dois d'abord le venger !;;;Primero le vengaré!;;;;;;;;;x
TOOLTIPdothraki.412;You find [This.GetTitledFirstName] and meet [This.GetHerHim] in a duel.;Vous rencontrez [This.GetTitledFirstName] et l'affrontez en duel.;;;Encuentras a [This.GetTitledFirstName] y le retas a un duelo.;;;;;;;;;x
TOOLTIPdothraki.413;You ride into the enemy, killing as many foes as possible;Vous chevauchez droit sur vos ennemis, essayant d'en emporter le plus possible.;;;Cabalgas hacia el enemigo, matando a tantos como te es posible.;;;;;;;;;x
EVTOPTBDOTHRAKI411;Yes, it is my sworn oath;Oui, tel est mon serment.;;;Sí, es mi juramento.;;;;;;;;;x
EVTDESCDOTHRAKI412;The dothraki [FromFrom.GetTitledFirstName] has died because of you, and now [From.GetTitledFirstName], one of [FromFrom.GerHerHis] Bloodriders, has sought you out to avenge [FromFrom.GerHerHis] death.;Le dothraki [FromFrom.GetTitledFirstName] est mort à cause de vous, et maintenant [From.GetTitledFirstName], l'un de ses sang-coureurs, vous a trouvé et veut venger sa mort.;;;El dothraki [FromFrom.GetTitledFirstName] murió por tu culpa, y ahora [From.GetTitledFirstName], uno de sus jinetes de sangre quiere matarte para vengar su muerte.;;;;;;;;;x
EVTOPTADOTHRAKI412;I'll just kill you to;Je vais te tuer, toi aussi.;;;Te mataré a ti también.;;;;;;;;;x
EVTDESCDOTHRAKI413;You ride forth into the enemy lines with no thought for your safety. You lay into your foes, your arakh gleaming as you slice into man after man. Your frenzy strikes fear into them all, but eventually you are overwhelmed by their numbers...;Vous chevauchez à travers les rangs ennemis sans vous soucier de votre propre personne. Vous affrontez vos adversaires tel un dément, votre arakh est couvert du sang tandis que vous les abbattez les uns après les autres. Vous finissez cependant par être débordé par leur nombre...;;;Cargas contra las líneas enemigas sin preocuparte por tu seguridad. Te abres paso ante tus enemigos con tu arakh reluciente matando un hombre tras otro. Tus golpes con frenesí atemorizan a todos ellos, pero al final te ves abrumado por sus números...;;;;;;;;;x
EVTOPTADOTHRAKI413;I die having avenged [FromFrom.GetTitledFirstName];Je meurs en ayant vengé [FromFrom.GetTitledFirstName];;;Muero habiendo vengado a [FromFrom.GetTitledFirstName];;;;;;;;;x
EVTDESCDOTHRAKI414;Vengance has been won, [FromFrom.GetTitledFirstName] has died by your arakh. Now you can finally ride to Vaes Dothrak, where you can join the blood of your blood in the afterlife.;Vous êtes parvenu à obtenir votre vengeance, votre arakh a donné la mort à [FromFrom.GetTitledFirstName]. Maintenant vous pouvez enfin vous mettre en route pour Vaes Dothrak, où vous rejoindrez le sang de votre sang dans l'autre vie.;;;Conseguí vengarme, [FromFrom.GetTitledFirstName] ha muerto por mi arakh. Ahora puedo finalmente cabalgar a Vaes Dothrak, donde podré reunirme con la sangre de mi sangre en la otra vida.;;;;;;;;;x
EVTOPTADOTHRAKI414;My oath is fulfilled;Mon serment a été honoré.;;;Mi juramento fue honrado.;;;;;;;;;x
title_bloodrider;Bloodrider;Sang-coureur;;;Jinete de Sangre;;;;;;;;;x
title_bloodrider_desc;A bloodrider is a member of a Dothraki Khal's entourage. Part guardian, brother and companion, the bloodriders guard and accompany the khal in his daily routine, they share what is his, sometimes even his wives but never his horse.;Un sang-coureur est un membre de l'entourage d'un khal dothraki. Gardes du corps, compagnons et frères, les sang-coureurs protègent et accompagnent le khal. Ce dernier partage tout avec eux, parfois même sa femme, mais jamais son cheval.;;;Un jinete de sangre es un miembro de la comitiva de un Khal Dothraki. Guardaespaldas, compañeros y hermanos, los jinetes de sangre custodian y acompañan al Khal. Lo comparten todo, a veces incluso hasta a sus esposas, pero nunca a su caballo.;;;;;;;;;x
TOOLTIPdothraki.602;[This.GetTitledFirstName] will be absorbed into the [Root.PrimaryTitle.GetFullName];[This.GetTitledFirstName] va être absorbé par le [Root.PrimaryTitle.GetFullName];;;[This.GetTitledFirstName] será absorbido en el [Root.PrimaryTitle.GetFullName];;;;;;;;;x
EVTDESCdothraki.696;With the death of your [From.GetRootRelation] [From.GetTitle] [From.GetFirstName], the [From.Culture.GetName] of your tribe have chosen not follow you and have named another as [From.GetHerHis] successor. Only a remnant of the men have remained loyal.;Après la mort de votre [From.GetRootRelation] [From.GetTitle] [From.GetFirstName], les [From.Culture.GetName] de votre tribu ont choisi de ne pas vous suivre et de nommer quelqu'un d'autre comme son successeur. Seulement une petite partie des hommes sont restés fidèles.;;;Tras la muerte de tu [From.GetRootRelation] [From.GetTitle] [From.GetFirstName], los [From.Culture.GetName] de tu tribu han optado por no seguirte y han nombrado a otro como su sucesor. Sólo una  pequeña parte de los hombres han permanecido fieles.;;;;;;;;;x
EVTOPTAdothraki.696;I will win them all back eventually;Je vais tous les regagner !;;;Los recuperaré!;;;;;;;;;x
EVTDESC63076B;The region that rules over [Root.PrimaryTitle.GetName] currently does not have a holder separate from the my leader. Perhaps I should ask my [Root.Liege.GetTitledFirstName] to make me Khal of this area?;La région de [Root.PrimaryTitle.GetName] n'a pour l'instant pas de propriétaire et est actuellement la possession de mon chef. Peut-être devrais-je demander à mon [Root.Liege.GetTitledFirstName] de me faire Khal de cette région ?;;;La región de [Root.PrimaryTitle.GetName] no tiene actualmente propietario y pertenece a mi líder. Tal vez debería pedir a mi [Root.Liege.GetTitledFirstName] que me haga Khal de esta región?;;;;;;;;;x
EVTDESC63077B;[Root.PrimaryTitle.GetFOA], my lands at [From.PrimaryTitle.GetName] currently have no Khal to rule directly. I should be Khal here, and ask that you let me lead in your name. \n\nMay the stallion give you strength,\n[From.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], mes terres de [From.PrimaryTitle.GetName] n'ont pour le moment pas de Khal. Je devrais être le Khal de cette région et je vous demande de m'accorder ce titre pour que je mène son Kos en votre nom. \n\nQue l'Etalon vous donne la force,\n[From.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], mis tierras de [From.PrimaryTitle.GetName] no tienen ningún Khal por el momento. Yo debería ser el Khal de esta región y por ello pido que me concedas este título para que yo lidere a los Kos en tu nombre. \n\nQue el Dios Caballo te de fuerzas,\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESC63077D;[Root.PrimaryTitle.GetFOA], my lands at [FromFrom.PrimaryTitle.GetName] currently have no Khal to rule directly. I should be Khal here, and ask that you let me lead in [From.GetTitledFirstName]'s name. \n\nMay the stallion give you strength,\n[FromFrom.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], mes terres de [From.PrimaryTitle.GetName] n'ont pour le moment pas de Khal. Je devrais être le Khal de cette région et je vous demande de m'accorder ce titre pour que je mène son Kos en votre nom. \n\nQue l'Etalon vous donne la force,\n[From.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], mis tierras de [From.PrimaryTitle.GetName] no tienen ningún Khal por el momento. Yo debería ser el Khal de esta región y por ello pido que me concedas este título para que yo lidere a los Kos en tu nombre. \n\nQue el Dios Caballo te de fuerzas,\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESC63077F;I shall use my powers as regent to name myself Khal of [FromFrom.PrimaryTitle.GetName]!;[Root.PrimaryTitle.GetFOA], mes terres de [From.PrimaryTitle.GetName] n'ont pour le moment pas de Khal. Je devrais être le Khal de cette région et je vous demande de m'accorder ce titre pour que je mène son Kos en votre nom. \n\nQue l'Etalon vous donne la force,\n[From.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], mis tierras de [From.PrimaryTitle.GetName] no tienen ningún Khal por el momento. Yo debería ser el Khal de esta región y por ello pido que me concedas este título para que yo lidere a los Kos en tu nombre. \n\nQue el Dios Caballo te de fuerzas,\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESC63078B;[Root.GetTitledFirstName], I accept your request and name you [Root.GetTitle] of [Root.PrimaryTitle.GetName]. I bid you lead the Kos of this region into battle in my name, and command that you follow my lead until my death.\n\n May the stallion give you strength,\n[From.GetTitle] [From.GetFirstName];[Root.GetTitledFirstName], j'accepte votre requête et vous nomme [Root.GetTitle] de [Root.PrimaryTitle.GetName]. J'espère que vous mennerez le Kos de cette région avec courage et vous ordonne de me suivre jusqu'à ma mort.\n\n Que l'Etalon vous donne la force,\n[From.GetTitle] [From.GetFirstName];;;[Root.GetTitledFirstName], acepto tu petición y te nombre [Root.GetTitle] de [Root.PrimaryTitle.GetName]. Espero que lideres a los Kos de esta región con valor y te ordeno que me sigas hasta la muerte.\n\n Que el Dios Caballo te de fuerzas,\n[From.GetTitle] [From.GetFirstName];;;;;;;;;x
EVTDESC63079B;[From.GetTitledFirstName] almost laughed when your request was brought before [From.GetHerHim]. Your request to be named Khal of the region was dismissed out of hand, clearly [From.GetSheHe] thinks you not worthy to lead in [From.GetHerHis] name.;[From.GetTitledFirstName] a ris de votre requête lorsqu'on le lui a présenté. Votre demande d'être nommé Khal de la région a été refusée, [From.GetSheHe] ne vous juge clairement pas digne de gouverner en son nom.;;;[From.GetTitledFirstName] se ha reído de tu petición cuando se la han presentado. Tu demanda de ser nombrado Khal de la región ha sido rechazada, no te juzga digno para liderar a los Kos en su nombre.;;;;;;;;;x
EVTDESC63080B;Great [Root.GetTitledFirstName], you are a bedrock of loyalty and strength, the cornerstone of this Khalasar! Truly, there is support for your claim in [From.Religion.GetScriptureName]. I know that [From.Religion.GetRandomGodName] will reward you in time!\n\n Yours Truly,\n[From.GetTitle] [From.GetFirstName];Grand [Root.GetTitledFirstName], vous êtes un roc de loyauté et de force, la pierre angulaire de ce Khalasar ! Vos revendications sont soutenues par [From.Religion.GetScriptureName]. Je sais que [From.Religion.GetRandomGodName] vous récompensera le temps venu !\n\n Avec grand respect,\n[From.GetTitle] [From.GetFirstName];;;Gran [Root.GetTitledFirstName], eres una roca de lealtad y fuerza, la piedra angular de este Khalasar! Tus reclamaciones son apoyadas por [From.Religion.GetScriptureName]. Sé que [From.Religion.GetRandomGodName] te recompensará a su debido tiempo!\n\n Con gran respeto,\n[From.GetTitle] [From.GetFirstName];;;;;;;;;x
EVTDESC63181B;[Root.PrimaryTitle.GetFOA], [FromFrom.GetTitle] [FromFrom.GetFirstName] has seen fit to name [From.GetFirstName] [From.GetTitle] of [From.PrimaryTitle.GetName]. [From.GetSheHeCap] has been given lead of the Kos of this region, and will command them in battle in the name of [From.Liege.GetTitle] [From.Liege.GetFirstName] until [From.GetHerHis] death.;[Root.PrimaryTitle.GetFOA], notre chef [FromFrom.GetTitle] [FromFrom.GetFirstName] a nommé [From.GetFirstName] [From.GetTitle] de [From.PrimaryTitle.GetName]. [From.GetSheHeCap] a reçu le commandement du Kos de cette région et le mènera à la bataille au nom de [From.Liege.GetTitle] [From.Liege.GetFirstName] jusqu'à sa mort.;;;[Root.PrimaryTitle.GetFOA], nuestro líder [FromFrom.GetTitle] [FromFrom.GetFirstName] ha nombrado a [From.GetFirstName] [From.GetTitle] de [From.PrimaryTitle.GetName]. Ha recibido el mando de los Kos de esta región y los liderará en nombre de [From.Liege.GetTitle] [From.Liege.GetFirstName] hasta su muerte.;;;;;;;;;x
ask_bloodrider;Ask to be Bloodrider;Demander à devenir sang-coureur;;;Solicitar ser Jinete de Sangre;;;;;;;;;x
ask_bloodrider_desc;Ask [Root.GetTitledFirstName] to be your bloodrider. A bloodrider is a member of a Dothraki Khal's entourage. Part guardian, brother and companion, the bloodriders guard and accompany the khal in his daily routine.;Demander à [Root.GetTitledFirstName] d'être votre sang-coueur. Chez les Dothrakis, un sang-coureur est un membre de l'entourage du Khal. A la fois garde du corps, frère et compagnon, les sang-coureurs gardent et accompagnent le Khal dans sa vie de tous les jours.;;;Solicitar a [Root.GetTitledFirstName] ser tu Jinete de Sangre. Un Jinete de sangre es un miembro de la comitiva de un Khal. Acompañan al Khal en su rutina diaria, comparten lo que es suyo, a veces incluso a sus esposas, pero nunca su caballo y cuando muere un Khal, sus jinetes de sangre deben morir con él.;;;;;;;;;x
TOOLTIPask_bloodriderFIVE;[From.GetTitledFirstName] does NOT have 5 bloodriders\n;[From.GetTitledFirstName] n'a pas 5 sang-coureurs\n;;;[From.GetTitledFirstName] no tiene 5 Jinetes de Sangre\n;;;;;;;;;x
TOOLTIPask_bloodriderBLOODOATH;[From.GetTitledFirstName] does NOT already have a blood oath with one of [From.GetHerHis] Khas\n;[From.GetTitledFirstName] n'a PAS déjà fait un serment de sang avec l'un de ses khas\n;;;[From.GetTitledFirstName] no ha hecho un juramento de sangre con uno de sus Khas\n;;;;;;;;;x
TOOLTIPdothraki.408;[Root.GetTitledFirstName] will respond to your offer;[Root.GetTitledFirstName] va répondre à votre offre;;;[Root.GetTitledFirstName] responderá a tu oferta;;;;;;;;;x
EVTOPTA_HL_6000_dothraki;Zhavorsa;Zhavorsa;;;Zhavorsa;;;;;;;;;x
EVTOPTB_HL_6000_dothraki;Asavva;Asavva;;;Asavva;;;;;;;;;x
EVTOPTC_HL_6000_dothraki;Loqam;Loqam;;;Loqam;;;;;;;;;x
